"","QKEY","INTERVIEW_START_W70","INTERVIEW_END_W70","DEVICE_TYPE_W70","LANG_W70","XATTEND_W70","FORM_W70","SPIRIT1_a_W70","SPIRIT1_b_W70","SPIRIT1_c_W70","SPIRIT1_d_W70","SPIRIT2_a_W70","SPIRIT2_b_W70","SPIRIT2_c_W70","SPIRIT2_d_W70","COVIDRF_W70","COVIDVOL1_a_W70","COVIDVOL1_b_W70","COVIDVOL1_c_W70","COVIDVOL2_a_W70","COVIDVOL2_b_W70","COVIDVOL2_c_W70","BRAND1_W70","BRAND2_W70","BRAND3_a_W70","BRAND3_b_W70","ATTENDMONTH_W70","ATTENDONLINE_W70","ATTENDFUT1_W70","ATTENDFUT2_W70","COVIDCONG2_W70","COVIDCONG3_W70","COVIDCONG4_W70","CONGRESTRICT1_a_W70","CONGRESTRICT1_b_W70","CONGRESTRICT1_c_W70","CONGRESTRICT1_d_W70","CONGRESTRICT2_a_W70","CONGRESTRICT2_b_W70","CONGRESTRICT2_c_W70","CONGRESTRICT2_d_W70","ATTENDCONF_W70","CONGDONATE_W70","ONLINESATIS_W70","ONLINEOTH_W70","ONLINESERV_W70","SERMONISSUE_a_W70","SERMONISSUE_b_W70","SERMONISSUE_c_W70","SERMONISSUE_d_W70","SERMONISSUE_e_W70","SERMONISSUE_f_W70","SERMONISSUE_g_W70","SERMONTRUMP_W70","SERMONBIDEN_W70","COVIDLESSON1_W70","COVIDLESSON2_W70","COVIDTHREAT_a_W70","COVIDTHREAT_b_W70","COVIDTHREAT_c_W70","COVIDTHREAT_d_W70","SNSUSE_W70","CONTACTTRAC1_W70","CONTACTTRAC2_W70","CONTACTPHONEF1_W70","CONTACTHOMEF2_W70","CTKNOW1_W70","SECUR1_W70","SHAREINFO1_a_W70","SHAREINFO1_b_W70","SHAREINFO1_c_W70","HEALTHRECF1_W70","WHYNOTQUARF1_a_W70","WHYNOTQUARF1_b_W70","WHYNOTQUARF1_c_W70","WHYNOTQUARF1_d_W70","WHYNOTQUARF1_e_W70","HEALTHRECF2_W70","WHYDIFFICULTF2_a_W70","WHYDIFFICULTF2_b_W70","WHYDIFFICULTF2_c_W70","WHYDIFFICULTF2_d_W70","WHYDIFFICULTF2_e_W70","RECSAFE_a_W70","RECSAFE_b_W70","RECSAFE_c_W70","RECSAFE_d_W70","RECSAFE_e_W70","CVDATAACCEPT_a_W70","CVDATAACCEPT_b_W70","CVDATAACCEPT_c_W70","CVDATAACCEPT_d_W70","SOCIALPOL_W70","SNSRATE_W70","CHOICE1_W70","QCHANGE1_W70","SOCEFF1_a_W70","SOCEFF1_b_W70","SOCEFF1_c_W70","SOCEFF1_d_W70","SOCEFF1_e_W70","ELECTFTGSNSINT_W70","TALKDISASNSINT_W70","TALKCMNSNSINT_W70","SM9_a_W70","SM9_b_W70","SM9_c_W70","SM9_d_W70","SM9_e_W70","PARTY_W70","PARTYLN_W70","PARTYSTR_W70","F_METRO","F_CREGION","F_CDIVISION","F_AGECAT","F_SEX","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_RACECMB","F_RACETHNMOD","F_CITIZEN","F_NATIVITY2","F_MARITAL","F_RELIG","F_BORN","F_RELTRAD","F_ATTEND","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_INCOME","F_INCOME_RECODE","F_REG","F_IDEO","F_ACSWEB","F_VOLSUM","F_HISP_ORIGIN","F_YEARSINUS","F_PARTYSUMIDEO","WEIGHT_W70"
"6390",201801136394,2020-07-14 20:11:12,2020-07-14 20:23:37,1,1,1,2,3,5,1,1,2,4,2,3,1,2,1,1,2,2,2,4,1,2,1,2,1,3,3,2,2,2,1,1,1,3,1,1,1,1,2,3,2,1,2,2,2,1,2,2,2,2,4,4,1,1,2,2,1,2,2,3,3,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,2,NA,3,2,3,4,3,4,NA,2,1,NA,1,2,2,3,2,NA,NA,NA,3,1,2,2,2,3,1,NA,1,2,4,3,1,1,5,2,1,1,1,1,1,2,2,10000,2,3,1,1,7,1,1,1,1,1,6,1,1,0.321252974860656
"6391",201801136409,2020-07-15 04:07:07,2020-07-15 04:53:51,3,1,1,1,1,1,1,1,1,4,5,1,1,2,2,2,2,2,2,2,2,NA,NA,2,1,1,3,1,2,2,1,1,1,1,1,1,1,1,2,3,1,3,1,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,2,2,2,1,NA,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,2,1,3,3,3,NA,1,1,NA,2,2,2,2,1,NA,NA,NA,2,4,1,2,3,3,2,NA,1,2,3,4,2,2,3,2,1,1,1,1,6,1,1,1100,2,3,2,2,1,3,1,3,2,2,6,1,3,2.2536892052687
"6392",201801136423,2020-07-15 16:39:18,2020-07-15 16:55:58,1,1,1,1,4,5,1,2,4,2,2,1,1,2,1,2,2,2,2,3,2,NA,NA,1,1,3,2,1,2,2,1,2,2,2,1,2,2,2,1,3,1,1,2,2,2,1,2,2,2,2,4,4,1,1,2,2,1,3,2,2,2,2,NA,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,2,2,2,2,NA,2,2,NA,2,2,2,2,2,NA,NA,NA,2,1,2,3,3,1,NA,1,1,2,3,4,1,1,5,2,1,1,1,1,1,1,1,1200,2,1,NA,1,7,1,1,1,1,1,6,1,1,0.31277673467219
"6393",201801136438,2020-07-14 21:44:33,2020-07-14 21:54:48,2,1,2,1,5,5,1,3,5,5,2,1,1,1,2,2,2,2,2,1,1,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,2,2,1,NA,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,2,1,2,2,2,4,3,1,2,3,2,2,2,3,1,3,4,2,3,2,NA,1,2,3,4,2,1,5,2,1,1,1,1,1,2,2,10000,5,3,2,2,6,2,1,3,1,2,6,1,3,0.934591424176174
"6394",201801136497,2020-07-16 17:52:22,2020-07-16 18:01:08,2,1,2,1,4,5,1,3,5,5,4,2,1,1,2,1,2,2,2,3,1,3,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,1,1,3,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,4,2,2,4,4,4,1,2,1,2,1,2,2,1,3,2,2,2,3,1,3,3,1,1,NA,2,2,2,4,3,1,1,6,2,1,1,1,1,1,12,NA,1e+05,5,1,NA,1,9,1,3,2,1,1,6,1,1,0.464302941237312
"6395",201801136559,2020-07-18 11:29:32,2020-07-18 11:46:41,1,1,1,2,5,5,5,5,1,2,5,5,1,1,1,1,2,2,2,3,1,3,2,1,2,3,NA,1,2,2,2,2,1,2,2,2,2,2,2,1,NA,NA,NA,2,2,1,2,2,2,2,4,4,2,NA,2,2,1,2,2,2,2,NA,2,3,2,2,2,2,NA,NA,NA,NA,NA,NA,2,1,3,2,3,3,3,2,NA,3,2,1,2,2,2,NA,2,2,NA,2,3,2,2,2,NA,NA,NA,3,2,3,3,2,1,NA,1,2,2,3,3,1,3,2,2,1,1,1,1,1,1,2,1100,2,1,NA,1,8,1,1,1,1,2,6,1,1,3.06703467996509
"6396",201801136561,2020-07-16 00:25:06,2020-07-16 00:45:49,2,1,1,2,5,99,5,1,1,1,5,2,1,1,1,1,2,2,2,3,1,2,1,1,1,3,2,1,2,2,1,1,1,2,1,2,1,2,1,3,1,1,2,2,2,1,2,2,2,2,4,4,1,1,1,3,1,3,1,2,2,NA,3,2,3,2,2,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,3,3,2,3,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,3,2,NA,1,2,3,3,2,2,3,2,1,1,1,1,1,1,1,1100,2,3,2,2,7,1,1,1,1,1,6,1,3,0.370403295037525
"6397",201801136565,2020-07-14 20:32:06,2020-07-14 20:47:46,2,1,2,1,5,5,1,5,4,5,4,1,1,1,2,2,2,2,2,2,1,3,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,1,3,NA,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,3,2,3,2,2,3,3,2,2,3,2,2,2,3,2,2,2,2,2,NA,2,1,2,3,3,2,3,2,2,1,1,1,1,5,9,NA,1e+05,6,2,NA,2,2,3,1,3,1,1,6,1,3,0.541301814331686
"6398",201801136584,2020-07-18 18:23:12,2020-07-18 18:38:01,2,1,2,1,5,5,1,2,2,3,1,1,2,1,1,1,2,2,2,3,1,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,2,3,1,2,2,2,NA,4,3,1,1,1,4,1,3,1,1,1,NA,NA,NA,NA,NA,NA,4,2,2,3,1,1,4,1,3,1,2,1,2,4,4,1,2,2,1,2,2,2,1,2,2,1,1,NA,1,1,2,3,2,2,1,5,2,1,1,1,1,6,2,2,10000,4,1,NA,1,6,2,1,2,1,1,6,1,1,0.340154495283856
"6399",201801136593,2020-07-18 15:33:49,2020-07-18 15:40:42,1,1,1,2,5,5,1,5,1,4,3,1,2,1,1,1,2,2,2,3,1,1,1,2,1,3,3,1,2,2,3,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,4,4,1,2,2,2,1,2,2,2,2,NA,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,2,NA,2,2,2,2,2,2,NA,2,2,NA,3,3,2,2,2,NA,NA,NA,2,2,2,2,3,3,1,NA,1,2,3,2,2,1,5,2,1,1,1,1,1,2,2,10000,3,3,1,1,9,1,3,2,1,1,6,1,1,0.714492631000937
"6400",201801136622,2020-07-14 16:11:53,2020-07-14 16:39:44,2,1,2,2,5,5,1,1,2,4,2,1,1,1,2,1,2,2,1,2,99,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,2,1,2,2,NA,3,1,2,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,3,3,2,2,2,3,3,2,2,1,2,3,2,2,4,3,2,2,2,2,1,3,3,2,1,NA,2,1,2,3,2,2,1,5,2,1,1,1,1,1,1,2,1200,4,1,NA,1,8,1,1,3,1,1,6,1,2,0.49648179132018
"6401",201801136631,2020-07-15 16:13:23,2020-07-15 16:29:30,1,1,1,2,5,5,1,1,1,5,1,1,1,2,2,2,2,2,2,3,2,NA,NA,1,1,3,2,1,2,2,1,1,1,2,1,1,1,2,2,3,1,3,2,2,1,1,2,2,2,2,4,4,1,1,1,1,1,1,2,1,1,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,2,NA,2,2,2,2,2,2,NA,2,1,NA,3,3,3,3,2,NA,NA,NA,2,2,2,2,2,3,1,NA,1,2,3,4,1,3,2,2,1,1,1,1,5,2,2,10000,2,3,1,1,2,3,1,2,1,1,6,1,1,1.00828901560368
"6402",201801136759,2020-07-14 19:32:30,2020-07-14 19:58:42,1,1,1,1,1,5,1,5,1,4,2,1,1,2,1,2,2,2,2,2,1,1,3,1,2,3,NA,1,2,2,1,2,1,1,1,1,1,1,1,1,NA,NA,NA,2,1,1,99,99,99,99,4,4,1,2,1,2,1,2,1,2,2,3,NA,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,2,3,3,3,2,2,2,2,99,2,99,3,2,2,99,99,99,99,99,2,99,2,NA,1,1,2,3,4,2,2,3,2,1,1,1,1,1,2,2,10000,2,2,NA,2,4,2,1,4,1,1,6,1,4,0.373374744306667
"6403",201801136783,2020-07-14 22:31:12,2020-07-14 22:51:37,2,1,1,1,5,5,1,5,1,3,1,2,2,2,1,2,2,2,2,4,1,4,1,2,1,3,1,1,2,2,1,2,2,1,1,2,1,2,2,3,2,3,2,2,2,2,2,2,2,2,4,4,1,1,2,2,1,2,1,3,2,3,NA,2,2,4,4,4,3,2,3,3,1,3,NA,NA,NA,NA,NA,NA,4,2,4,4,2,3,3,3,4,1,2,1,2,4,2,2,3,3,2,2,2,4,1,3,4,1,1,NA,2,2,2,3,3,2,1,5,2,1,1,1,1,1,1,1,1100,2,1,NA,1,6,2,1,2,1,1,6,1,1,0.425536666096271
"6404",201801136838,2020-07-15 01:30:46,2020-07-15 01:48:11,2,1,2,2,5,5,1,2,2,5,1,1,1,2,2,1,2,2,2,3,1,1,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,2,2,NA,3,2,3,1,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,99,99,1,2,2,2,2,3,2,NA,2,2,3,4,2,1,5,2,1,1,1,1,3,12,NA,1e+05,5,3,2,2,3,3,1,4,1,2,6,1,4,1.05143627681563
"6405",201801136864,2020-07-18 18:26:53,2020-07-18 18:37:32,2,1,2,2,5,5,2,1,4,5,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,3,1,2,2,NA,1,2,3,1,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,2,1,1,1,3,3,2,1,2,2,2,4,3,2,3,2,2,2,2,3,2,3,3,1,2,NA,1,1,2,3,3,2,2,3,2,1,1,1,1,6,1,2,1200,5,2,NA,2,6,2,1,4,1,1,6,1,4,0.374969288687928
"6406",201801136872,2020-07-16 23:58:02,2020-07-17 00:04:05,3,1,2,2,4,5,2,1,5,5,5,1,1,2,2,2,2,2,2,2,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,1,3,1,3,1,NA,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,1,4,2,4,1,2,3,2,1,2,2,2,3,2,1,2,1,2,2,2,1,2,1,2,2,3,2,NA,1,2,3,2,2,2,3,2,1,1,1,1,6,9,NA,1e+05,6,3,2,2,7,1,1,5,1,2,6,1,4,1.33085094819739
"6407",201801136924,2020-07-14 21:09:29,2020-07-14 21:29:14,2,1,1,1,1,5,1,1,1,1,2,3,2,2,1,2,2,2,1,2,2,NA,NA,1,2,1,NA,2,2,2,1,1,1,2,1,2,1,2,1,2,NA,NA,NA,2,2,1,2,2,1,2,4,4,1,1,3,2,1,2,1,3,1,3,NA,2,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,2,3,4,3,2,2,1,2,4,4,3,3,3,3,1,2,4,2,3,3,2,1,NA,1,1,2,3,3,2,2,4,2,1,1,1,1,1,2,2,10000,1,1,NA,1,8,1,1,2,1,1,6,1,1,0.412672532925203
"6408",201801136947,2020-07-15 18:28:11,2020-07-15 18:55:57,1,1,1,1,2,5,1,2,1,2,3,1,1,99,1,2,2,2,2,3,1,1,2,2,1,3,2,1,2,2,3,2,1,3,1,1,1,1,3,3,2,3,1,2,2,1,2,2,2,2,4,4,1,1,1,1,1,2,1,2,2,3,NA,1,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,2,2,2,3,2,2,2,2,3,3,2,2,2,2,99,2,2,2,2,3,2,1,NA,2,1,2,3,4,1,3,2,2,1,1,1,1,5,1,2,1100,3,1,NA,1,3,3,1,3,1,2,6,1,2,2.77586689193235
"6409",201801136967,2020-07-15 14:54:31,2020-07-15 15:07:40,2,1,1,2,5,5,2,2,3,4,3,1,2,2,1,2,2,2,2,3,1,2,1,2,1,3,2,1,2,2,1,2,2,2,1,2,2,1,2,1,1,1,2,2,1,1,2,2,1,2,4,4,1,1,2,2,2,3,1,2,2,NA,2,1,2,2,2,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,2,3,3,3,3,3,3,3,2,2,2,2,2,3,1,2,1,2,2,2,3,1,3,2,1,1,NA,1,1,2,3,2,2,2,4,2,1,1,1,1,1,1,1,1100,1,1,NA,1,8,1,3,2,1,1,6,1,1,1.02794141174433
"6410",201801137033,2020-07-15 22:45:35,2020-07-15 23:20:36,2,1,2,1,5,2,1,1,5,5,1,4,1,2,2,2,2,2,2,3,1,2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,1,2,2,2,3,3,NA,2,2,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,1,4,4,4,NA,2,1,NA,1,1,3,2,2,NA,NA,NA,2,1,3,3,2,3,2,NA,1,2,3,1,2,1,6,2,1,1,1,1,6,10,NA,1e+05,6,3,2,2,4,2,1,4,1,1,6,1,4,0.35629828599949
"6411",201801137035,2020-07-17 22:45:19,2020-07-17 22:54:42,1,1,2,1,5,5,1,2,4,5,4,2,2,2,2,1,2,2,2,2,2,NA,NA,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,2,2,2,NA,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,3,2,3,3,4,1,2,2,2,3,3,2,2,2,3,2,2,2,2,3,2,2,1,NA,1,1,2,3,3,1,3,2,2,1,1,1,1,1,12,NA,1e+05,5,1,NA,1,8,1,1,3,1,1,6,1,2,1.11263390283424
"6412",201801137039,2020-07-14 17:59:07,2020-07-14 18:10:58,1,1,2,2,4,5,1,1,5,5,2,2,1,2,2,2,2,2,2,2,1,3,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,2,2,NA,3,2,2,1,1,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,3,2,2,1,3,2,1,1,2,2,2,3,2,2,3,1,2,2,2,3,2,2,3,1,2,NA,2,1,2,3,2,2,1,6,2,1,1,1,1,2,1,2,1200,5,2,NA,2,6,2,3,3,1,1,6,1,3,0.515878955753293
"6413",201801137059,2020-07-16 15:26:35,2020-07-16 15:34:31,2,1,2,2,4,5,1,1,5,5,2,1,1,2,2,2,2,2,2,2,1,3,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,1,2,2,2,2,NA,1,1,3,1,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,NA,2,2,1,3,3,4,NA,2,1,NA,2,2,1,3,1,NA,NA,NA,2,2,2,3,2,2,NA,1,1,2,3,3,1,1,5,2,1,1,1,1,1,12,NA,1e+05,5,2,NA,2,7,1,1,3,1,2,6,1,3,0.640476005597306
"6414",201801137120,2020-07-15 23:41:51,2020-07-16 00:00:18,3,1,1,2,2,5,1,5,1,5,2,1,1,2,1,2,2,2,2,2,1,1,1,2,1,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,1,1,1,2,2,2,2,4,4,1,1,1,3,1,3,1,2,1,NA,3,3,3,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,2,2,99,99,2,2,3,2,2,2,1,99,2,3,2,3,2,2,1,NA,2,1,2,3,4,2,3,2,2,1,1,1,1,5,1,1,1100,2,1,NA,1,5,2,1,2,1,1,6,1,1,0.984729593413239
"6415",201801137127,2020-07-14 17:11:43,2020-07-14 17:22:06,2,1,2,1,5,5,1,1,1,5,5,2,1,1,2,2,2,2,2,3,1,3,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,2,2,2,NA,2,3,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,3,3,3,4,3,1,2,1,2,4,4,3,3,2,2,2,1,2,2,3,3,2,4,2,NA,1,2,3,2,2,3,2,1,1,3,1,1,1,12,NA,1e+05,5,4,2,2,8,1,1,3,1,1,2,1,3,0.557821132230564
"6416",201801137129,2020-07-14 17:33:40,2020-07-14 17:43:50,2,1,2,1,1,4,1,2,4,4,1,1,1,1,2,1,2,2,2,2,1,2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,1,2,2,2,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,NA,1,1,2,3,2,2,1,5,2,1,1,1,1,1,10,NA,1e+05,6,2,NA,2,8,1,1,3,1,1,6,1,3,0.346646897730775
"6417",201801137133,2020-07-18 22:23:06,2020-07-18 22:36:58,2,1,2,1,4,3,2,3,5,5,5,1,1,2,2,1,1,2,2,2,1,3,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,1,1,1,2,3,1,NA,1,2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,3,2,3,3,3,3,3,1,1,3,3,2,3,2,3,2,1,2,1,2,3,1,4,2,NA,1,2,3,1,2,3,2,2,1,1,1,1,6,12,NA,1e+05,6,4,2,2,3,3,1,4,1,1,6,1,4,1.63730603902148
"6418",201801137153,2020-07-14 22:51:20,2020-07-14 23:58:02,2,1,2,1,5,5,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,2,1,2,2,99,99,1,1,1,2,1,2,1,2,1,2,NA,1,2,3,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,3,4,4,4,4,1,2,2,2,2,3,2,3,2,2,2,2,2,1,3,2,1,2,NA,2,1,2,3,2,2,1,5,2,2,2,1,1,1,12,NA,1e+05,5,2,NA,2,7,1,1,5,1,2,6,1,4,0.809816154599861
"6419",201801137173,2020-07-14 20:43:44,2020-07-14 20:52:41,2,1,2,1,4,1,1,1,5,5,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,1,2,2,2,NA,1,3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,3,4,2,3,4,2,2,2,2,2,3,3,2,3,2,2,2,2,3,1,3,3,3,2,NA,1,1,2,3,2,2,1,5,2,1,1,1,1,1,10,NA,1e+05,6,2,NA,2,5,2,1,4,1,1,6,1,4,0.261511126996875
"6420",201801137192,2020-07-15 02:23:40,2020-07-15 02:36:12,1,1,2,2,5,5,4,5,5,5,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,2,2,1,2,2,NA,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,2,2,1,1,2,3,1,1,2,2,2,2,1,1,3,1,1,2,1,2,1,2,2,2,2,NA,1,1,2,3,3,2,1,6,2,1,1,1,1,6,10,NA,1e+05,5,2,NA,2,7,1,1,4,1,1,6,1,4,0.346646897730775
"6421",201801137254,2020-07-16 19:30:45,2020-07-16 19:43:16,2,1,2,1,5,5,1,1,1,1,1,1,1,1,2,1,2,2,2,3,2,NA,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,3,1,1,2,1,NA,4,1,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,2,1,2,2,4,2,2,2,2,3,3,2,2,1,3,2,1,1,1,1,3,2,2,NA,1,1,2,3,3,2,3,2,2,1,1,1,1,6,1,1,1100,4,2,NA,2,3,3,1,3,1,2,6,1,3,1.20013443035051
"6422",201801137306,2020-07-16 18:50:03,2020-07-16 19:34:35,2,1,1,1,5,5,1,4,4,5,2,1,1,1,1,2,2,2,2,3,1,2,1,2,2,3,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,1,2,2,3,NA,1,2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,3,2,2,4,3,4,1,2,2,1,2,2,2,3,2,3,1,1,2,2,2,3,2,1,NA,2,1,2,3,3,2,1,5,2,1,1,1,1,1,1,2,1200,3,1,NA,1,6,2,1,3,1,1,6,1,2,0.531645712173176
"6423",201801137378,2020-07-15 15:47:45,2020-07-15 15:56:11,1,1,2,2,1,1,1,1,1,5,3,1,1,2,2,2,2,2,2,1,1,1,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,2,NA,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,3,2,1,2,2,2,1,2,3,1,2,2,2,1,2,1,1,2,2,NA,1,2,2,3,2,2,2,3,2,1,1,1,1,1,11,NA,90002,4,2,NA,2,7,1,1,4,1,2,6,1,4,1.07138111329649
